"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,        1125,      -9.928054661,      -8.287682496,      -9.593206713,       -12.1196705
          0,           0,        1126,      -9.951288291,      -8.289064438,       -9.59466338,      -12.11391576
          0,           0,        1127,      -9.746730643,      -8.291709146,      -9.482299801,      -12.12753463
          0,           0,        1128,      -9.845855833,      -8.292393149,      -9.546830279,      -12.12852258
          0,           0,        1129,      -9.931128511,      -8.293088776,      -9.596672565,      -12.12570164
          0,           0,        1130,      -9.954615197,      -8.294463926,      -9.598122495,      -12.11992245
          0,           0,        1131,      -9.752751357,      -8.297109874,      -9.486491476,      -12.13356244
          0,           0,        1132,      -9.851164269,      -8.297792004,      -9.551184861,      -12.13455047
          0,           0,        1133,       -9.93608168,      -8.298487082,      -9.601537583,      -12.13172186
          0,           0,        1134,      -9.959457617,      -8.299865083,      -9.603552117,      -12.12592761
          0,           0,        1135,       -9.75918521,      -8.302522285,       -9.49318286,      -12.13959803
          0,           0,        1136,      -9.857070372,      -8.303211807,      -9.558007684,      -12.14058796
          0,           0,        1137,      -9.942167228,      -8.303912793,      -9.608586702,      -12.13775256
          0,           0,        1138,      -9.965845725,      -8.305300453,      -9.611070889,        -12.131941
          0,           0,        1139,      -9.765754845,      -8.307971238,        -9.5012104,      -12.14564715
          0,           0,        1140,       -9.86343671,       -8.30866696,       -9.56603052,      -12.14663765
          0,           0,        1141,       -9.94863759,      -8.309372935,      -9.616369335,      -12.14379144
          0,           0,        1142,      -9.972449924,      -8.310767782,      -9.618758061,      -12.13795551
          0,           0,        1143,      -9.771491997,      -8.313442202,      -9.508442663,      -12.15169728
          0,           0,        1144,      -9.869359225,      -8.314141306,      -9.573056279,      -12.15268656
          0,           0,        1145,      -9.954567618,      -8.314849678,      -9.622931243,      -12.14982577
          0,           0,        1146,       -9.97823369,      -8.316245757,      -9.624830146,      -12.14396131
          0,           0,        1147,      -9.776336302,      -8.318914522,      -9.513643268,      -12.15773616
          0,           0,        1148,      -9.874539947,      -8.319613531,      -9.577963813,      -12.15872346
          0,           0,        1149,       -9.95975841,      -8.320321237,      -9.627505161,       -12.1558473
          0,           0,        1150,      -9.983113337,       -8.32171376,      -9.628928432,      -12.14995582
          0,           0,        1151,      -9.780740638,      -8.324375456,      -9.517065198,      -12.16376241
          0,           0,        1152,      -9.879152852,      -8.325071537,      -9.581206348,      -12.16474822
          0,           0,        1153,      -9.964416941,      -8.325776668,      -9.630720097,      -12.16185851
          0,           0,        1154,      -9.987538734,      -8.327164933,      -9.632002415,      -12.15594399
          0,           0,        1155,      -9.785382169,      -8.329824864,      -9.520104607,      -12.16978287
          0,           0,        1156,      -9.883781873,      -8.330517346,      -9.584291246,      -12.17076821
          0,           0,        1157,      -9.969085847,      -8.331220079,      -9.634037691,      -12.16786726
          0,           0,        1158,      -9.992234253,      -8.332607038,       -9.63554993,      -12.16193261
          0,           0,        1159,      -9.790859863,      -8.335272296,      -9.524245923,      -12.17580544
          0,           0,        1160,      -9.889070254,      -8.335962375,      -9.588645143,       -12.1767913
          0,           0,        1161,      -9.974341634,       -8.33666423,      -9.638711467,      -12.17388061
          0,           0,        1162,      -9.997721863,      -8.338053676,      -9.640601292,      -12.16792659
          0,           0,        1163,      -9.797202671,      -8.340728072,      -9.530055021,      -12.18183482
          0,           0,        1164,      -9.895144575,      -8.341417541,       -9.59469118,      -12.18282159
          0,           0,        1165,      -9.980302284,      -8.342120005,      -9.644998207,      -12.17990123
          0,           0,        1166,      -10.00391897,      -8.343513778,      -9.647134775,      -12.17392686
          0,           0,        1167,      -9.803806214,      -8.346195611,       -9.53695386,      -12.18787082
          0,           0,        1168,      -9.901514663,      -8.346885827,      -9.601744433,      -12.18491365
          0,           0,        1169,      -9.941578402,      -8.348251529,      -9.616613767,      -12.17893185
          0,           0,        1170,      -9.804087098,      -8.350943438,      -9.533060591,      -12.19295573
          0,           0,        1171,       -9.90040047,      -8.351650134,      -9.600598639,      -12.19397249
          0,           0,        1172,      -9.987018081,      -8.352369415,      -9.649371699,      -12.19105883
          0,           0,        1173,      -10.01044174,      -8.353775155,      -9.654132366,      -12.18506794
          0,           0,        1174,      -9.811632667,      -8.356441975,      -9.545064422,      -12.19908359
          0,           0,        1175,      -9.907113878,      -8.357133173,      -9.609020475,      -12.20007793
          0,           0,        1176,      -9.990505725,      -8.357835588,      -9.658748146,       -12.1971335
          0,           0,        1177,      -10.01400938,      -8.359227006,        -9.6602936,      -12.19111045
          0,           0,        1178,      -9.818270727,      -8.361903756,      -9.551057591,      -12.20517397
          0,           0,        1179,       -9.91610572,       -8.36260642,      -9.615849772,      -12.20617175
          0,           0,        1180,      -10.00142018,      -8.363318574,      -9.666741459,      -12.20321691
          0,           0,        1181,      -10.02532343,      -8.364723092,      -9.668910915,      -12.19717102
          0,           0,        1182,      -9.824549587,      -8.367412643,      -9.558160197,      -12.21126935
          0,           0,        1183,      -9.922776861,      -8.368108933,      -9.622820862,      -12.21226198
